Total,% Total range 80,% Total range 70,Population,location,% Total range 60,date,state,Negative,Negative range 60,Negative range 70,state_negative_range_80,Suspected,Suspected range 60,state_suspected_range_70,state_suspected_range_80,Infected,Infected range 60,Infected range 70,state_infected_range_80,Recovered,Recovered range 60,Recovered range 70,state_recovered_range_80,% Total infected by population,% Total supected by population,% Total recovered by population,% Total negative by population,% Total infected range 60,% Total supected rage 60,% Total recovered rage 60,% Total negative range 60,% Total infected range 70,% Total supected rage 70,% Total recovered rage 70,% Total negative range 70,% Total infected range 80,% Total supected rage 80,% Total recovered rage 80,% Total negative range 80,Susceptible death 60/69 age,Susceptible death 70/79 age,Susceptible death 80 or more age
2852,4.49,9.05,    28165-Valdilecha,"Valdilecha, Madrid",16.90,2020-04-04,30,1.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,9.00,2.00,2.00,1.00,17.00,3.00,2.00,5.00,0.32,0.11,0.60,0.04,0.07,0.00,0.11,0.00,0.07,0.00,0.07,0.00,0.04,0.11,0.18,0.00,0.05,0.18,0.20
2852,4.49,9.05,    28165-Valdilecha,"Valdilecha, Madrid",16.90,2020-04-05,30,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,9.00,2.00,1.00,2.00,19.00,3.00,3.00,5.00,0.32,0.07,0.67,0.00,0.07,0.00,0.11,0.00,0.04,0.00,0.11,0.00,0.07,0.07,0.18,0.00,0.05,0.09,0.39
439,6.38,12.98,    28166-Valverde de Alcalá,"Valverde de Alcalá, Madrid",22.78,2020-03-31,6,6.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00
439,6.38,12.98,    28166-Valverde de Alcalá,"Valverde de Alcalá, Madrid",22.78,2020-04-01,6,2.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.23,0.00,0.46,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.02,0.00,0.00
439,6.38,12.98,    28166-Valverde de Alcalá,"Valverde de Alcalá, Madrid",22.78,2020-04-02,6,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.91,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.02,0.00,0.39
439,6.38,12.98,    28166-Valverde de Alcalá,"Valverde de Alcalá, Madrid",22.78,2020-04-03,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,2.00,1.00,0.00,0.00,0.68,0.23,0.46,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.39
439,6.38,12.98,    28166-Valverde de Alcalá,"Valverde de Alcalá, Madrid",22.78,2020-04-04,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,1.00,0.00,1.00,0.23,0.23,0.91,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.00,0.00,0.00,0.20
439,6.38,12.98,    28166-Valverde de Alcalá,"Valverde de Alcalá, Madrid",22.78,2020-04-05,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,2.00,0.00,0.23,1.14,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00
12334,1.59,4.00,    28167-Velilla de San Antonio,"Velilla de San Antonio, Madrid",9.58,2020-03-31,195,195.00,21.00,28.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.47,0.00,0.00,0.00
12334,1.59,4.00,    28167-Velilla de San Antonio,"Velilla de San Antonio, Madrid",9.58,2020-04-01,195,68.00,7.00,9.00,22.00,61.00,8.00,11.00,16.00,66.00,6.00,8.00,20.00,0.00,0.00,0.00,0.00,0.54,0.49,0.00,0.55,0.05,0.06,0.00,0.06,0.06,0.09,0.00,0.07,0.16,0.13,0.00,0.18,0.14,0.71,3.90
12334,1.59,4.00,    28167-Velilla de San Antonio,"Velilla de San Antonio, Madrid",9.58,2020-04-02,195,19.00,0.00,3.00,5.00,50.00,7.00,7.00,9.00,97.00,11.00,16.00,35.00,29.00,3.00,2.00,9.00,0.79,0.41,0.24,0.15,0.09,0.06,0.02,0.00,0.13,0.06,0.02,0.02,0.28,0.07,0.07,0.04,0.25,1.42,6.83
12334,1.59,4.00,    28167-Velilla de San Antonio,"Velilla de San Antonio, Madrid",9.58,2020-04-03,195,9.00,0.00,1.00,4.00,34.00,4.00,6.00,6.00,77.00,10.00,10.00,22.00,75.00,7.00,11.00,26.00,0.62,0.28,0.61,0.07,0.08,0.03,0.06,0.00,0.08,0.05,0.09,0.01,0.18,0.05,0.21,0.03,0.23,0.89,4.29
12334,1.59,4.00,    28167-Velilla de San Antonio,"Velilla de San Antonio, Madrid",9.58,2020-04-04,195,3.00,0.00,0.00,1.00,27.00,2.00,5.00,7.00,51.00,5.00,8.00,15.00,114.00,14.00,15.00,35.00,0.41,0.22,0.92,0.02,0.04,0.02,0.11,0.00,0.06,0.04,0.12,0.00,0.12,0.06,0.28,0.01,0.11,0.71,2.92
12334,1.59,4.00,    28167-Velilla de San Antonio,"Velilla de San Antonio, Madrid",9.58,2020-04-05,195,1.00,0.00,0.00,1.00,19.00,2.00,3.00,4.00,35.00,1.00,8.00,9.00,140.00,18.00,17.00,44.00,0.28,0.15,1.14,0.01,0.01,0.02,0.15,0.00,0.06,0.02,0.14,0.00,0.07,0.03,0.36,0.01,0.02,0.71,1.75
1814,5.24,11.80,"    28168-Vellón, El","El Vellón, Madrid",21.00,2020-03-31,27,27.00,5.00,3.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.55,0.00,0.00,0.00
1814,5.24,11.80,"    28168-Vellón, El","El Vellón, Madrid",21.00,2020-04-01,27,10.00,2.00,1.00,3.00,8.00,0.00,2.00,5.00,9.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.50,0.44,0.00,0.55,0.17,0.00,0.00,0.11,0.00,0.11,0.00,0.06,0.11,0.28,0.00,0.17,0.07,0.00,0.39
1814,5.24,11.80,"    28168-Vellón, El","El Vellón, Madrid",21.00,2020-04-02,27,3.00,1.00,0.00,1.00,9.00,0.00,2.00,5.00,9.00,2.00,1.00,3.00,6.00,2.00,0.00,1.00,0.50,0.50,0.33,0.17,0.11,0.00,0.11,0.06,0.06,0.11,0.00,0.00,0.17,0.28,0.06,0.06,0.05,0.09,0.58
1814,5.24,11.80,"    28168-Vellón, El","El Vellón, Madrid",21.00,2020-04-03,27,1.00,0.00,0.00,1.00,5.00,0.00,1.00,1.00,11.00,2.00,1.00,6.00,10.00,3.00,1.00,2.00,0.61,0.28,0.55,0.06,0.11,0.00,0.17,0.00,0.06,0.06,0.06,0.00,0.33,0.06,0.11,0.06,0.05,0.09,1.17
1814,5.24,11.80,"    28168-Vellón, El","El Vellón, Madrid",21.00,2020-04-04,27,0.00,0.00,0.00,0.00,5.00,0.00,1.00,1.00,6.00,1.00,0.00,4.00,16.00,4.00,2.00,5.00,0.33,0.28,0.88,0.00,0.06,0.00,0.22,0.00,0.00,0.06,0.11,0.00,0.22,0.06,0.28,0.00,0.02,0.00,0.78
1814,5.24,11.80,"    28168-Vellón, El","El Vellón, Madrid",21.00,2020-04-05,27,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,5.00,1.00,1.00,2.00,19.00,4.00,2.00,7.00,0.28,0.17,1.05,0.00,0.06,0.00,0.22,0.00,0.06,0.00,0.11,0.00,0.11,0.06,0.39,0.00,0.02,0.09,0.39
1968,2.39,7.47,    28169-Venturada,"Venturada, Madrid",16.36,2020-03-31,32,32.00,3.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.63,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.41,0.00,0.00,0.00
1968,2.39,7.47,    28169-Venturada,"Venturada, Madrid",16.36,2020-04-01,32,8.00,1.00,0.00,2.00,10.00,0.00,2.00,2.00,14.00,2.00,1.00,4.00,0.00,0.00,0.00,0.00,0.71,0.51,0.00,0.41,0.10,0.00,0.00,0.05,0.05,0.10,0.00,0.00,0.20,0.10,0.00,0.10,0.05,0.09,0.78
1968,2.39,7.47,    28169-Venturada,"Venturada, Madrid",16.36,2020-04-02,32,3.00,0.00,0.00,1.00,11.00,0.00,1.00,3.00,12.00,3.00,1.00,2.00,6.00,0.00,1.00,2.00,0.61,0.56,0.30,0.15,0.15,0.00,0.00,0.00,0.05,0.05,0.05,0.00,0.10,0.15,0.10,0.05,0.07,0.09,0.39
1968,2.39,7.47,    28169-Venturada,"Venturada, Madrid",16.36,2020-04-03,32,1.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,15.00,1.00,1.00,4.00,13.00,2.00,2.00,3.00,0.76,0.15,0.66,0.05,0.05,0.00,0.10,0.00,0.05,0.00,0.10,0.00,0.20,0.05,0.15,0.00,0.02,0.09,0.78
1968,2.39,7.47,    28169-Venturada,"Venturada, Madrid",16.36,2020-04-04,32,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,9.00,1.00,0.00,2.00,20.00,2.00,3.00,5.00,0.46,0.15,1.02,0.00,0.05,0.00,0.10,0.00,0.00,0.00,0.15,0.00,0.10,0.05,0.25,0.00,0.02,0.00,0.39
1968,2.39,7.47,    28169-Venturada,"Venturada, Madrid",16.36,2020-04-05,32,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,5.00,0.00,0.00,2.00,25.00,3.00,3.00,6.00,0.25,0.10,1.27,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.15,0.00,0.10,0.00,0.30,0.00,0.00,0.00,0.39
6506,5.98,12.40,    28171-Villa del Prado,"Villa del Prado, Madrid",20.69,2020-03-31,121,121.00,10.00,8.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.86,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.42,0.00,0.00,0.00
6506,5.98,12.40,    28171-Villa del Prado,"Villa del Prado, Madrid",20.69,2020-04-01,121,38.00,1.00,5.00,4.00,49.00,4.00,0.00,9.00,34.00,5.00,3.00,14.00,0.00,0.00,0.00,0.00,0.52,0.75,0.00,0.58,0.08,0.06,0.00,0.02,0.05,0.00,0.00,0.08,0.22,0.14,0.00,0.06,0.11,0.27,2.73
6506,5.98,12.40,    28171-Villa del Prado,"Villa del Prado, Madrid",20.69,2020-04-02,121,19.00,1.00,2.00,2.00,33.00,1.00,0.00,3.00,47.00,3.00,4.00,14.00,22.00,5.00,2.00,8.00,0.72,0.51,0.34,0.29,0.05,0.02,0.08,0.02,0.06,0.00,0.03,0.03,0.22,0.05,0.12,0.03,0.07,0.36,2.73
6506,5.98,12.40,    28171-Villa del Prado,"Villa del Prado, Madrid",20.69,2020-04-03,121,5.00,1.00,1.00,1.00,24.00,0.00,0.00,3.00,49.00,3.00,1.00,9.00,43.00,6.00,6.00,14.00,0.75,0.37,0.66,0.08,0.05,0.00,0.09,0.02,0.02,0.00,0.09,0.02,0.14,0.05,0.22,0.02,0.07,0.09,1.75
6506,5.98,12.40,    28171-Villa del Prado,"Villa del Prado, Madrid",20.69,2020-04-04,121,2.00,0.00,1.00,0.00,15.00,1.00,0.00,2.00,45.00,2.00,0.00,9.00,59.00,7.00,7.00,16.00,0.69,0.23,0.91,0.03,0.03,0.02,0.11,0.00,0.00,0.00,0.11,0.02,0.14,0.03,0.25,0.00,0.05,0.00,1.75
6506,5.98,12.40,    28171-Villa del Prado,"Villa del Prado, Madrid",20.69,2020-04-05,121,1.00,0.00,0.00,0.00,5.00,0.00,1.00,0.00,33.00,2.00,0.00,5.00,82.00,8.00,7.00,22.00,0.51,0.08,1.26,0.02,0.03,0.00,0.12,0.00,0.00,0.02,0.11,0.00,0.08,0.00,0.34,0.00,0.05,0.00,0.97
3447,6.15,12.65,    28170-Villaconejos,"Villaconejos, Madrid",21.64,2020-03-31,56,56.00,4.00,6.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.26,0.00,0.00,0.00
3447,6.15,12.65,    28170-Villaconejos,"Villaconejos, Madrid",21.64,2020-04-01,56,14.00,1.00,1.00,1.00,21.00,1.00,0.00,4.00,21.00,2.00,5.00,4.00,0.00,0.00,0.00,0.00,0.61,0.61,0.00,0.41,0.06,0.03,0.00,0.03,0.15,0.00,0.00,0.03,0.12,0.12,0.00,0.03,0.05,0.45,0.78
3447,6.15,12.65,    28170-Villaconejos,"Villaconejos, Madrid",21.64,2020-04-02,56,3.00,0.00,1.00,0.00,15.00,1.00,0.00,1.00,30.00,2.00,4.00,7.00,8.00,1.00,1.00,1.00,0.87,0.44,0.23,0.09,0.06,0.03,0.03,0.00,0.12,0.00,0.03,0.03,0.20,0.03,0.03,0.00,0.05,0.36,1.36
3447,6.15,12.65,    28170-Villaconejos,"Villaconejos, Madrid",21.64,2020-04-03,56,2.00,0.00,1.00,0.00,8.00,0.00,0.00,0.00,21.00,1.00,2.00,4.00,25.00,3.00,3.00,5.00,0.61,0.23,0.73,0.06,0.03,0.00,0.09,0.00,0.06,0.00,0.09,0.03,0.12,0.00,0.15,0.00,0.02,0.18,0.78
3447,6.15,12.65,    28170-Villaconejos,"Villaconejos, Madrid",21.64,2020-04-04,56,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00,2.00,3.00,33.00,4.00,4.00,6.00,0.61,0.03,0.96,0.03,0.00,0.00,0.12,0.00,0.06,0.00,0.12,0.00,0.09,0.00,0.17,0.00,0.00,0.18,0.58
3447,6.15,12.65,    28170-Villaconejos,"Villaconejos, Madrid",21.64,2020-04-05,56,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,8.00,0.00,0.00,2.00,46.00,4.00,6.00,7.00,0.23,0.06,1.33,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.17,0.00,0.06,0.00,0.20,0.00,0.00,0.00,0.39
11916,1.85,4.84,    28172-Villalbilla,"Villalbilla, Madrid",11.94,2020-03-31,160,160.00,16.00,16.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.36,0.00,0.00,0.00
11916,1.85,4.84,    28172-Villalbilla,"Villalbilla, Madrid",11.94,2020-04-01,160,55.00,5.00,5.00,14.00,55.00,3.00,5.00,20.00,50.00,8.00,6.00,9.00,0.00,0.00,0.00,0.00,0.42,0.46,0.00,0.46,0.07,0.03,0.00,0.04,0.05,0.04,0.00,0.04,0.08,0.17,0.00,0.12,0.18,0.53,1.75
11916,1.85,4.84,    28172-Villalbilla,"Villalbilla, Madrid",11.94,2020-04-02,160,20.00,1.00,3.00,3.00,43.00,5.00,3.00,18.00,80.00,5.00,10.00,17.00,17.00,5.00,0.00,5.00,0.67,0.36,0.14,0.17,0.04,0.04,0.04,0.01,0.08,0.03,0.00,0.03,0.14,0.15,0.04,0.03,0.11,0.89,3.31
11916,1.85,4.84,    28172-Villalbilla,"Villalbilla, Madrid",11.94,2020-04-03,160,6.00,0.00,0.00,1.00,30.00,3.00,3.00,10.00,70.00,5.00,7.00,23.00,54.00,8.00,6.00,9.00,0.59,0.25,0.45,0.05,0.04,0.03,0.07,0.00,0.06,0.03,0.05,0.00,0.19,0.08,0.08,0.01,0.11,0.62,4.49
11916,1.85,4.84,    28172-Villalbilla,"Villalbilla, Madrid",11.94,2020-04-04,160,2.00,0.00,0.00,1.00,18.00,2.00,1.00,4.00,48.00,5.00,6.00,20.00,92.00,9.00,9.00,18.00,0.40,0.15,0.77,0.02,0.04,0.02,0.08,0.00,0.05,0.01,0.08,0.00,0.17,0.03,0.15,0.01,0.11,0.53,3.90
11916,1.85,4.84,    28172-Villalbilla,"Villalbilla, Madrid",11.94,2020-04-05,160,0.00,0.00,0.00,0.00,9.00,0.00,0.00,2.00,33.00,6.00,5.00,13.00,118.00,10.00,11.00,28.00,0.28,0.08,0.99,0.00,0.05,0.00,0.08,0.00,0.04,0.00,0.09,0.00,0.11,0.02,0.23,0.00,0.14,0.45,2.54
738,7.45,14.91,    28173-Villamanrique de Tajo,"Villamanrique de Tajo, Madrid",25.34,2020-03-31,13,13.00,3.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.00
738,7.45,14.91,    28173-Villamanrique de Tajo,"Villamanrique de Tajo, Madrid",25.34,2020-04-01,13,5.00,1.00,0.00,2.00,4.00,0.00,0.00,3.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.54,0.00,0.68,0.27,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.27,0.05,0.00,0.00
738,7.45,14.91,    28173-Villamanrique de Tajo,"Villamanrique de Tajo, Madrid",25.34,2020-04-02,13,2.00,0.00,0.00,1.00,4.00,1.00,0.00,2.00,3.00,0.00,0.00,2.00,4.00,2.00,0.00,0.00,0.41,0.54,0.54,0.27,0.00,0.14,0.27,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.14,0.00,0.00,0.39
738,7.45,14.91,    28173-Villamanrique de Tajo,"Villamanrique de Tajo, Madrid",25.34,2020-04-03,13,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,6.00,1.00,0.00,4.00,5.00,2.00,0.00,0.00,0.81,0.27,0.68,0.00,0.14,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.54,0.14,0.00,0.00,0.02,0.00,0.78
738,7.45,14.91,    28173-Villamanrique de Tajo,"Villamanrique de Tajo, Madrid",25.34,2020-04-04,13,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,1.00,9.00,3.00,0.00,3.00,0.27,0.27,1.22,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.41,0.00,0.00,0.00,0.20
738,7.45,14.91,    28173-Villamanrique de Tajo,"Villamanrique de Tajo, Madrid",25.34,2020-04-05,13,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,11.00,3.00,0.00,4.00,0.00,0.27,1.49,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.54,0.00,0.00,0.00,0.00
2507,8.58,14.68,    28174-Villamanta,"Villamanta, Madrid",23.25,2020-03-31,43,43.00,8.00,4.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.44,0.00,0.00,0.00
2507,8.58,14.68,    28174-Villamanta,"Villamanta, Madrid",23.25,2020-04-01,43,15.00,4.00,1.00,5.00,11.00,2.00,1.00,2.00,17.00,2.00,2.00,4.00,0.00,0.00,0.00,0.00,0.68,0.44,0.00,0.60,0.08,0.08,0.00,0.16,0.08,0.04,0.00,0.04,0.16,0.08,0.00,0.20,0.05,0.18,0.78
2507,8.58,14.68,    28174-Villamanta,"Villamanta, Madrid",23.25,2020-04-02,43,5.00,1.00,0.00,3.00,7.00,3.00,0.00,3.00,18.00,2.00,2.00,3.00,13.00,2.00,2.00,2.00,0.72,0.28,0.52,0.20,0.08,0.12,0.08,0.04,0.08,0.00,0.08,0.00,0.12,0.12,0.08,0.12,0.05,0.18,0.58
2507,8.58,14.68,    28174-Villamanta,"Villamanta, Madrid",23.25,2020-04-03,43,1.00,1.00,0.00,0.00,5.00,2.00,0.00,2.00,14.00,1.00,1.00,5.00,23.00,4.00,3.00,4.00,0.56,0.20,0.92,0.04,0.04,0.08,0.16,0.04,0.04,0.00,0.12,0.00,0.20,0.08,0.16,0.00,0.02,0.09,0.97
2507,8.58,14.68,    28174-Villamanta,"Villamanta, Madrid",23.25,2020-04-04,43,0.00,0.00,0.00,0.00,3.00,2.00,0.00,1.00,8.00,1.00,0.00,2.00,32.00,5.00,4.00,8.00,0.32,0.12,1.28,0.00,0.04,0.08,0.20,0.00,0.00,0.00,0.16,0.00,0.08,0.04,0.32,0.00,0.02,0.00,0.39
2507,8.58,14.68,    28174-Villamanta,"Villamanta, Madrid",23.25,2020-04-05,43,0.00,0.00,0.00,0.00,3.00,2.00,0.00,1.00,6.00,1.00,0.00,1.00,34.00,5.00,4.00,9.00,0.24,0.12,1.36,0.00,0.04,0.08,0.20,0.00,0.00,0.00,0.16,0.00,0.04,0.04,0.36,0.00,0.02,0.00,0.20
1241,4.51,8.54,    28175-Villamantilla,"Villamantilla, Madrid",14.59,2020-03-31,14,14.00,3.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.13,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.08,0.00,0.00,0.00
1241,4.51,8.54,    28175-Villamantilla,"Villamantilla, Madrid",14.59,2020-04-01,14,5.00,0.00,1.00,1.00,3.00,1.00,1.00,0.00,6.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.48,0.24,0.00,0.40,0.16,0.08,0.00,0.00,0.08,0.08,0.00,0.08,0.00,0.00,0.00,0.08,0.05,0.09,0.00
1241,4.51,8.54,    28175-Villamantilla,"Villamantilla, Madrid",14.59,2020-04-02,14,2.00,0.00,1.00,0.00,6.00,1.00,1.00,1.00,3.00,1.00,0.00,0.00,3.00,1.00,1.00,0.00,0.24,0.48,0.24,0.16,0.08,0.08,0.08,0.00,0.00,0.08,0.08,0.08,0.00,0.08,0.00,0.00,0.02,0.00,0.00
1241,4.51,8.54,    28175-Villamantilla,"Villamantilla, Madrid",14.59,2020-04-03,14,0.00,0.00,0.00,0.00,4.00,1.00,1.00,1.00,6.00,0.00,1.00,0.00,4.00,2.00,1.00,0.00,0.48,0.32,0.32,0.00,0.00,0.08,0.16,0.00,0.08,0.08,0.08,0.00,0.00,0.08,0.00,0.00,0.00,0.09,0.00
1241,4.51,8.54,    28175-Villamantilla,"Villamantilla, Madrid",14.59,2020-04-04,14,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,4.00,0.00,2.00,0.00,8.00,2.00,1.00,0.00,0.32,0.16,0.64,0.00,0.00,0.08,0.16,0.00,0.16,0.00,0.08,0.00,0.00,0.08,0.00,0.00,0.00,0.18,0.00
1241,4.51,8.54,    28175-Villamantilla,"Villamantilla, Madrid",14.59,2020-04-05,14,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,12.00,2.00,3.00,0.00,0.00,0.16,0.97,0.00,0.00,0.08,0.16,0.00,0.00,0.00,0.24,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00
18827,2.34,6.07,    28176-Villanueva de la Cañada,"Villanueva de la Cañada, Madrid",13.08,2020-03-31,267,267.00,36.00,34.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.39,0.00,0.00,0.00
18827,2.34,6.07,    28176-Villanueva de la Cañada,"Villanueva de la Cañada, Madrid",13.08,2020-04-01,267,74.00,5.00,9.00,21.00,99.00,16.00,10.00,29.00,94.00,15.00,15.00,23.00,0.00,0.00,0.00,0.00,0.50,0.53,0.00,0.39,0.08,0.08,0.00,0.03,0.08,0.05,0.00,0.05,0.12,0.15,0.00,0.11,0.34,1.33,4.49
18827,2.34,6.07,    28176-Villanueva de la Cañada,"Villanueva de la Cañada, Madrid",13.08,2020-04-02,267,20.00,0.00,5.00,2.00,72.00,8.00,7.00,20.00,119.00,20.00,10.00,37.00,56.00,8.00,12.00,14.00,0.63,0.38,0.30,0.11,0.11,0.04,0.04,0.00,0.05,0.04,0.06,0.03,0.20,0.11,0.07,0.01,0.45,0.89,7.21
18827,2.34,6.07,    28176-Villanueva de la Cañada,"Villanueva de la Cañada, Madrid",13.08,2020-04-03,267,7.00,0.00,2.00,1.00,48.00,4.00,6.00,11.00,94.00,16.00,5.00,27.00,118.00,16.00,21.00,34.00,0.50,0.25,0.63,0.04,0.08,0.02,0.08,0.00,0.03,0.03,0.11,0.01,0.14,0.06,0.18,0.01,0.36,0.45,5.26
18827,2.34,6.07,    28176-Villanueva de la Cañada,"Villanueva de la Cañada, Madrid",13.08,2020-04-04,267,3.00,0.00,2.00,0.00,26.00,1.00,3.00,8.00,71.00,11.00,6.00,16.00,167.00,24.00,23.00,49.00,0.38,0.14,0.89,0.02,0.06,0.01,0.13,0.00,0.03,0.02,0.12,0.01,0.08,0.04,0.26,0.00,0.25,0.53,3.12
18827,2.34,6.07,    28176-Villanueva de la Cañada,"Villanueva de la Cañada, Madrid",13.08,2020-04-05,267,1.00,0.00,1.00,0.00,12.00,0.00,4.00,3.00,54.00,6.00,4.00,12.00,200.00,30.00,25.00,58.00,0.29,0.06,1.06,0.01,0.03,0.00,0.16,0.00,0.02,0.02,0.13,0.01,0.06,0.02,0.31,0.00,0.14,0.36,2.34
1445,2.91,7.40,    28178-Villanueva de Perales,"Villanueva de Perales, Madrid",15.71,2020-03-31,27,27.00,4.00,1.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.87,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.55,0.00,0.00,0.00
1445,2.91,7.40,    28178-Villanueva de Perales,"Villanueva de Perales, Madrid",15.71,2020-04-01,27,6.00,1.00,0.00,2.00,12.00,1.00,0.00,3.00,9.00,2.00,1.00,3.00,0.00,0.00,0.00,0.00,0.62,0.83,0.00,0.42,0.14,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.21,0.21,0.00,0.14,0.05,0.09,0.58
1445,2.91,7.40,    28178-Villanueva de Perales,"Villanueva de Perales, Madrid",15.71,2020-04-02,27,5.00,0.00,0.00,2.00,9.00,2.00,0.00,2.00,6.00,0.00,0.00,2.00,7.00,2.00,1.00,2.00,0.42,0.62,0.48,0.35,0.00,0.14,0.14,0.00,0.00,0.00,0.07,0.00,0.14,0.14,0.14,0.14,0.00,0.00,0.39
